r, amp_w, t_w, tp_w, phase_w, vert_w, acre, c_w, qe, ce, qd, qs, amp_s, t_s, tp_s, phase_s, vert_s, tal, exp, mal, output
195.0030026470365, 10000.098599929726, 6.060163737359526, 6.070410059564683, 4.595744204793119, 26305.158007307797, 0.09990000000000002, 0.00034000000000000013, 96.98755010853021, 1.4899, 720.1467648768994, 749.5904488593023, 282.0981501471848, 6.015073243462891, 6.099697504264785, 4.573001816767904, 814.9036581839996, 136.27617085273894, 72.35714376932049, 277.27268538186627, -588.0850034592395
268.1841445976699, 10000.007575560801, 5.9999, 6.003211241758167, 4.598800830435688, 26305.180396933476, 0.09990043619061642, 0.00036320446941714605, 5.50294277187586, 1.5561455644226605, 720.0286865892969, 879.143163163345, 675.0035280506427, 6.022997202805784, 6.094297305718063, 4.599136247113113, 726.2577978407886, 139.7615172637848, 143.05661992289268, 143.3423913844142, -756.7441825592165
335.89622411470816, 10000.074284241993, 5.9999, 5.9999, 4.552253151716805, 26305.204782478497, 0.09990870562300194, 0.0003402675015781336, 5.417839607481156, 1.5178938496942531, 720.0084568476348, 745.4673185986868, 392.9265541967679, 6.1, 6.0995173423307225, 4.541541543524914, 735.2616281824014, 419.0113806175153, 110.53205457092506, 370.4612429210692, -589.9813527803342
178.39166594226793, 10000.03691249935, 6.036306970072024, 6.1, 4.593654916361696, 26305.216048400343, 0.09990000000000002, 0.00034, 5.017337469273435, 1.549723609250529, 720.0100101860018, 1234.780941516797, 351.5759825310543, 6.066021019885007, 6.046434481352018, 4.525816566788507, 726.5278521923522, 80.46731980033431, 147.24141653009565, 18.01068116214524, -1071.3676082116474
102.6968972849158, 9999.9999, 6.021665834911112, 6.055886339780307, 4.503877837569639, 26305.162549731715, 0.099901220482094, 0.0003400000000000003, 5.249838237684761, 1.5855388739243141, 720.0053852790879, 754.6299341667872, 537.7953427912922, 6.099041663772411, 6.083328628391231, 4.568992244437535, 723.6536223516473, 288.6433574301472, 146.6165376764848, 255.00928548651945, -615.5222850285932
133.4054713095066, 9999.9999, 6.1, 6.1, 4.4999, 26305.1399, 0.0999, 0.10044, 100.1, 1.59, 719.9999, 956.1761402650517, 276.1413761455711, 6.1, 5.9999, 4.6, 719.9999, 161.1984628830803, 100.84954803226498, 162.88531615466988, -757.1607973530049
51.25907861821583, 10000.062904458126, 5.9999, 6.0674529047365615, 4.5727911241838815, 26305.1399, 0.09990796993431562, 0.00034, 5.083359319081389, 1.492692939812741, 720.1622180495211, 749.6236201235408, 675.1, 6.005803173856145, 6.018368972336309, 4.4999, 749.2031714845135, 659.5253391494642, 142.02247772761183, 112.128356698693, -630.5161135895535
82.78277736495595, 10000.033658628769, 6.029166966751656, 6.0482842918190025, 4.4999, 26305.199311208962, 0.09990000000000002, 0.00034, 4.99990095757909, 1.5379780862525716, 720.1013432684247, 755.1005603708336, 506.4224267854004, 6.070855373425477, 6.086992006940447, 4.6, 731.116619703014, 76.68751763863183, 130.02089535327104, 261.98421965192017, -613.0020941330846
160.9190226375435, 10000.003541068025, 6.085439542623886, 6.030850507413745, 4.552937390215783, 26305.18559606812, 0.10225020764243732, 0.00034, 5.001105736586346, 1.4929887235845647, 720.0206945317602, 760.2174414349456, 675.1, 6.0733602111606695, 6.099955432903955, 4.576836019554384, 721.2974521919433, 81.61859273452656, 147.8608721988523, 290.60172621453717, -637.7028020710092
215.11651986256868, 10000.086830234435, 6.064251356720888, 6.002909434784243, 4.597517693440738, 26305.14226447699, 0.09990000000000004, 0.00044241081781976597, 5.102033545590493, 1.5899792363292033, 720.0047944566875, 745.7809188896076, 675.0905071728959, 6.037070090929416, 6.097982713838693, 4.584254679613015, 730.0951266423475, 251.47302885654906, 146.97579037888897, 155.83993374767994, -624.3462282626472
